Insc. Red,logr_numpredial
221.077.02.0050,"JORGE SANTOS DE MACEDO, 39"
221.077.02.0030,"JORGE SANTOS DE MACEDO, 63"
221.076.01.0060,"JORGE SANTOS DE MACEDO, 60"
221.077.02.0220,"JORGE SANTOS DE MACEDO, 125"
221.077.02.0040,"JORGE SANTOS DE MACEDO, 51"
221.076.01.0050,"JORGE SANTOS DE MACEDO, 66"
221.076.01.0080,"JORGE SANTOS DE MACEDO, 34"
221.076.01.0090,"JORGE SANTOS DE MACEDO, 22"
221.055.01.0550,"JOSE GALL, 1545"
221.061.01.0150,"JOSE GALL, 988"
221.051.01.0301,"JOSE GALL, 1299"
221.080.03.0200,"JOSE GALL, 770"
221.089.03.0150,"JOSE GALL, 615"
221.082.01.0040,"JOSE GALL, 1089"
221.082.01.0010,"JOSE GALL, 1121"
221.055.01.0465,"JOSE GALL, 1539"
221.053.01.0600,"JOSE GALL, 1500"
221.049.01.0118,"JOSE GALL, 1088"
221.078.03.0235,"JOSE GALL, 910"
221.048.01.0263,"JOSE GALL, 1135"
221.078.03.0220,"JOSE GALL, 890"
221.056.01.0513,"JOSE GALL, 2200"
221.047.01.0110,"JOSE GALL, 1055"
221.048.01.0193,"JOSE GALL, 1151"
221.048.01.0298,"JOSE GALL, 1085"
221.051.01.0255,"JOSE GALL, 3600"
221.054.01.0110,"JOSE GALL, 1495"
221.082.01.0030,"JOSE GALL, 1111"
221.083.02.0066,"JOSE GALL, 1001"
221.082.01.0050,"JOSE GALL, 1061"
221.047.01.0020,"JOSE GALL, 989"
221.048.01.0278,"JOSE GALL, 1115"
221.046.05.0300,"JOSE GALL, 699"
221.081.01.0010,"JOSE GALL, 650"
221.054.01.0120,"JOSE GALL, 1489"
221.047.01.0010,"JOSE GALL, 975"
221.046.05.0280,"JOSE GALL, 669"
221.046.05.0270,"JOSE GALL, 655"
221.054.01.0130,"JOSE GALL, 1481"
221.080.03.0100,"JOSE GALL, 750"
221.052.03.0280,"JOSE GALL, 1445"
221.083.02.0070,"JOSE GALL, 1001"
221.083.02.0050,"JOSE GALL, 1031"
221.083.02.0060,"JOSE GALL, 1001"
221.046.05.0500,"JOSE GALL, 801"
221.046.05.0400,"JOSE GALL, 735"
221.081.01.0020,"JOSE GALL, 676"
221.055.01.0496,"JOSE GALL, 1555"
221.046.05.0290,"JOSE GALL, 689"
221.055.01.0600,"JOSE GALL, 1595"
221.055.01.0650,"JOSE GALL, 1635"
221.051.01.0190,"JOSE GALL, 1373"
221.051.01.0222,"JOSE GALL, 1355"
221.079.03.0100,"JOSE GALL, 820"
221.054.01.0140,"JOSE GALL, 1471"
221.051.01.0154,"JOSE GALL, 1395"
221.079.03.0210,"JOSE GALL, 850"
221.053.01.0500,"JOSE GALL, 1400"
221.053.01.0625,"JOSE GALL, 1530"
221.047.01.0100,"JOSE GALL, 1053"
221.051.01.0317,"JOSE GALL, 1253"
221.051.01.0333,"JOSE GALL, 1225"
221.077.04.0180,"JOSE GALL, 932"
221.049.01.0304,"JOSE GALL, 1106"
221.049.01.0094,"JOSE GALL, 992"
221.053.01.0927,"JOSE GALL, 1700"
221.051.01.0321,"JOSE GALL, 1233"
221.054.01.0100,"JOSE GALL, 1501"
221.052.03.0380,"JOSE GALL, 1425"
221.081.01.0030,"JOSE GALL, 700"
221.051.01.0343,"JOSE GALL, 1215"
221.053.01.0650,"JOSE GALL, 1570"
221.062.02.1295,"JOSE MANOEL DA SILVA, 140"
221.062.02.1655,"JOSE MANOEL DA SILVA, 1335"
221.062.02.1280,"JOSE MANOEL DA SILVA, 44"
221.062.02.1290,"JOSE MANOEL DA SILVA, 110"
221.062.02.1278,"JOSE MANOEL DA SILVA, 30"
221.062.02.1282,"JOSE MANOEL DA SILVA, 60"
221.062.02.1285,"JOSE MANOEL DA SILVA, 80"
221.087.02.0080,"JOSE MARIANO FURTADO, 66"
221.090.03.0130,"JOSE MARIANO FURTADO, 49"
221.087.02.0090,"JOSE MARIANO FURTADO, 80"
221.091.03.0080,"JOSE MARIANO FURTADO, 81"
221.091.03.0090,"JOSE MARIANO FURTADO, 95"
221.086.02.0110,"JOSE MARIANO FURTADO, 48"
221.023.01.0283,"JOSE PEREIRA LIBERATO, 2584"
221.041.02.0639,"JOSE PEREIRA LIBERATO, 2764"
221.041.02.0679,"JOSE PEREIRA LIBERATO, 2720"
221.043.01.0230,"JOSE PEREIRA LIBERATO, 3220"
221.028.04.0350,"JOSE PEREIRA LIBERATO, 2637"
221.023.01.0182,"JOSE PEREIRA LIBERATO, 2496"
221.043.01.0449,"JOSE PEREIRA LIBERATO, 3400"
221.042.02.0359,"JOSE PEREIRA LIBERATO, 3170"
221.014.03.0120,"JOSE PEREIRA LIBERATO, 2211"
221.012.06.0433,"JOSE PEREIRA LIBERATO, 2326"
221.017.03.0266,"JOSE PEREIRA LIBERATO, 2000"
221.013.01.0707,"JOSE PEREIRA LIBERATO, 2001"
221.029.05.0448,"JOSE PEREIRA LIBERATO, 2679"
221.023.01.0124,"JOSE PEREIRA LIBERATO, 2446"
221.100.01.1150,"JOSE PEREIRA LIBERATO, 3163"
221.012.06.0377,"JOSE PEREIRA LIBERATO, 2278"
221.041.02.0703,"JOSE PEREIRA LIBERATO, 2708"
221.066.06.1531,"JOSE PEREIRA LIBERATO, 2445"
221.100.01.1191,"JOSE PEREIRA LIBERATO, 3095"
221.016.02.0218,"JOSE PEREIRA LIBERATO, 2345"
221.023.01.0307,"JOSE PEREIRA LIBERATO, 2610"
221.014.03.0160,"JOSE PEREIRA LIBERATO, 2211"
221.023.01.0297,"JOSE PEREIRA LIBERATO, 2596"
221.041.02.0720,"JOSE PEREIRA LIBERATO, 2674"
221.023.01.0238,"JOSE PEREIRA LIBERATO, 2548"
221.023.01.0322,"JOSE PEREIRA LIBERATO, 2622"
221.041.02.0712,"JOSE PEREIRA LIBERATO, 2684"
221.101.01.1000,"JOSE PEREIRA LIBERATO, 3309"
221.012.06.0451,"JOSE PEREIRA LIBERATO, 2400"
221.023.01.0112,"JOSE PEREIRA LIBERATO, 2426"
221.023.01.0249,"JOSE PEREIRA LIBERATO, 2556"
221.066.06.1580,"JOSE PEREIRA LIBERATO, 2405"
221.040.02.0413,"JOSE PEREIRA LIBERATO, 2915"
221.023.01.0222,"JOSE PEREIRA LIBERATO, 2532"
221.012.06.0393,"JOSE PEREIRA LIBERATO, 2316"
221.029.05.0402,"JOSE PEREIRA LIBERATO, 2709"
221.065.06.0710,"JOSE PEREIRA LIBERATO, 2301"
221.041.02.0573,"JOSE PEREIRA LIBERATO, 2828"
221.035.05.0407,"JOSE PEREIRA LIBERATO, 2851"
221.012.06.0440,"JOSE PEREIRA LIBERATO, 2336"
221.023.01.0359,"JOSE PEREIRA LIBERATO, 2656"
221.023.01.0136,"JOSE PEREIRA LIBERATO, 2458"
221.042.02.0458,"JOSE PEREIRA LIBERATO, 3150"
221.023.01.0377,"JOSE PEREIRA LIBERATO, 2666"
221.024.04.0665,"JOSE PEREIRA LIBERATO, 2465"
221.023.01.0342,"JOSE PEREIRA LIBERATO, 2636"
221.013.01.0481,"JOSE PEREIRA LIBERATO, 2101"
221.029.05.0406,"JOSE PEREIRA LIBERATO, 2701"
221.028.04.0412,"JOSE PEREIRA LIBERATO, 2593"
221.101.01.0992,"JOSE PEREIRA LIBERATO, 3349"
221.014.03.0150,"JOSE PEREIRA LIBERATO, 2221"
221.012.07.0380,"JOSE PEREIRA LIBERATO, 2278"
221.040.02.0385,"JOSE PEREIRA LIBERATO, 2937"
221.014.03.0180,"JOSE PEREIRA LIBERATO, 2181"
221.023.01.0164,"JOSE PEREIRA LIBERATO, 2474"
221.012.06.0450,"JOSE PEREIRA LIBERATO, 2400"
221.025.04.0564,"JOSE PEREIRA LIBERATO, 2537"
221.043.01.0507,"JOSE PEREIRA LIBERATO, 3470"
221.043.01.0480,"JOSE PEREIRA LIBERATO, 3486"
221.018.04.0263,"JOSE PEREIRA LIBERATO, 2100"
221.085.01.0921,"JOSE PEREIRA LIBERATO, 3399"
221.012.06.0383,"JOSE PEREIRA LIBERATO, 2300"
221.018.04.0072,"JOSE PEREIRA LIBERATO, 2140"
221.042.02.0700,"JOSE PEREIRA LIBERATO, 3120"
221.101.01.1010,"JOSE PEREIRA LIBERATO, 3299"
221.028.04.0337,"JOSE PEREIRA LIBERATO, 2659"
221.042.02.0300,"JOSE PEREIRA LIBERATO, 3080"
221.025.04.0490,"JOSE PEREIRA LIBERATO, 2573"
221.016.02.0180,"JOSE PEREIRA LIBERATO, 2361"
221.016.02.0190,"JOSE PEREIRA LIBERATO, 2349"
221.042.02.0320,"JOSE PEREIRA LIBERATO, 3100"
221.100.01.1155,"JOSE PEREIRA LIBERATO, 3137"
221.022.04.0273,"JOSE PEREIRA LIBERATO, 2200"
221.022.04.0034,"JOSE PEREIRA LIBERATO, 2200"
221.022.04.0077,"JOSE PEREIRA LIBERATO, 2200"
221.040.02.0461,"JOSE PEREIRA LIBERATO, 2897"
221.043.01.0531,"JOSE PEREIRA LIBERATO, 3496"
221.023.01.0205,"JOSE PEREIRA LIBERATO, 2516"
221.100.01.1082,"JOSE PEREIRA LIBERATO, 3219"
221.100.01.1167,"JOSE PEREIRA LIBERATO, 3129"
221.042.02.0310,"JOSE PEREIRA LIBERATO, 3090"
221.012.06.0321,"JOSE PEREIRA LIBERATO, 2236"
221.018.04.0030,"JOSE PEREIRA LIBERATO, 2120"
221.085.01.0937,"JOSE PEREIRA LIBERATO, 3379"
221.041.02.0609,"JOSE PEREIRA LIBERATO, 2784"
221.029.05.0400,"JOSE PEREIRA LIBERATO, 2719"
221.043.01.0280,"JOSE PEREIRA LIBERATO, 3260"
221.100.01.1211,"JOSE PEREIRA LIBERATO, 3085"
221.024.04.0625,"JOSE PEREIRA LIBERATO, 2471"
221.029.05.0369,"JOSE PEREIRA LIBERATO, 2727"
221.100.01.1180,"JOSE PEREIRA LIBERATO, 3197"
221.015.06.0232,"JOSE PEREIRA LIBERATO, 2269"
221.035.05.0421,"JOSE PEREIRA LIBERATO, 2839"
221.023.01.0268,"JOSE PEREIRA LIBERATO, 2574"
221.100.01.1170,"JOSE PEREIRA LIBERATO, 3185"
221.015.06.0284,"JOSE PEREIRA LIBERATO, 2219"
221.066.06.1560,"JOSE PEREIRA LIBERATO, 2417"
221.100.01.1160,"JOSE PEREIRA LIBERATO, 3173"
221.028.04.0371,"JOSE PEREIRA LIBERATO, 2617"
221.013.01.0500,"JOSE PEREIRA LIBERATO, 2099"
221.100.01.1142,"JOSE PEREIRA LIBERATO, 3149"
221.028.04.0383,"JOSE PEREIRA LIBERATO, 2607"
221.101.01.1030,"JOSE PEREIRA LIBERATO, 3257"
221.012.06.0367,"JOSE PEREIRA LIBERATO, 2256"
221.041.02.0665,"JOSE PEREIRA LIBERATO, 2736"
221.065.06.0176,"JOSE PEREIRA LIBERATO, 2313"
221.024.04.0608,"JOSE PEREIRA LIBERATO, 2509"
221.066.06.1548,"JOSE PEREIRA LIBERATO, 2425"
221.041.02.0623,"JOSE PEREIRA LIBERATO, 2774"
221.024.04.0616,"JOSE PEREIRA LIBERATO, 2501"
221.043.01.0325,"JOSE PEREIRA LIBERATO, 3350"
221.041.02.0734,"JOSE PEREIRA LIBERATO, 3000"
221.043.01.0550,"JOSE PEREIRA LIBERATO, 3506"
221.023.01.0350,"JOSE PEREIRA LIBERATO, 2648"
221.034.05.0388,"JOSE PEREIRA LIBERATO, 2797"
221.023.01.0262,"JOSE PEREIRA LIBERATO, 2568"
221.041.02.0738,"JOSE PEREIRA LIBERATO, 3000"
221.029.05.0410,"JOSE PEREIRA LIBERATO, 2697"
221.090.01.0220,"JOSE SIQUEIRA, 250"
221.089.02.0070,"JOSE SIQUEIRA, 126"
221.090.01.0010,"JOSE SIQUEIRA, 286"
221.089.02.0120,"JOSE SIQUEIRA, 48"
221.089.02.0080,"JOSE SIQUEIRA, 106"
221.089.02.0050,"JOSE SIQUEIRA, 140"
221.089.02.0090,"JOSE SIQUEIRA, 90"
221.089.02.0140,"JOSE SIQUEIRA, 20"
221.089.02.0030,"JOSE SIQUEIRA, 180"
221.089.02.0100,"JOSE SIQUEIRA, 76"
221.089.02.0040,"JOSE SIQUEIRA, 156"
221.089.02.0130,"JOSE SIQUEIRA, 34"
221.089.02.0110,"JOSE SIQUEIRA, 62"
221.040.03.0676,"LEONEL PEREIRA, 423"
221.035.02.0100,"LEONEL PEREIRA, 378"
221.040.03.0783,"LEONEL PEREIRA, 297"
221.035.02.0300,"LEONEL PEREIRA, 570"
221.040.03.0771,"LEONEL PEREIRA, 313"
221.038.03.0146,"LEONEL PEREIRA, 33"
221.036.04.0083,"LEONEL PEREIRA, 154"
221.035.02.0040,"LEONEL PEREIRA, 304"
221.039.03.0254,"LEONEL PEREIRA, 229"
221.040.03.0473,"LEONEL PEREIRA, 605"
221.039.03.0350,"LEONEL PEREIRA, 145"
221.040.03.0569,"LEONEL PEREIRA, 523"
221.040.03.0747,"LEONEL PEREIRA, 353"
221.038.03.0121,"LEONEL PEREIRA, 53"
221.037.02.0084,"LEONEL PEREIRA, 54"
221.039.03.0278,"LEONEL PEREIRA, 205"
221.036.04.0119,"LEONEL PEREIRA, 174"
221.035.02.0147,"LEONEL PEREIRA, 422"
221.040.03.0712,"LEONEL PEREIRA, 387"
221.037.02.0035,"LEONEL PEREIRA, 30"
221.040.03.0795,"LEONEL PEREIRA, 285"
221.036.04.0143,"LEONEL PEREIRA, 206"
221.040.03.0545,"LEONEL PEREIRA, 543"
221.035.02.0028,"LEONEL PEREIRA, 286"
221.037.02.0047,"LEONEL PEREIRA, 42"
221.035.02.0312,"LEONEL PEREIRA, 578"
221.040.03.0759,"LEONEL PEREIRA, 341"
221.035.02.0330,"LEONEL PEREIRA, 580"
221.039.03.0326,"LEONEL PEREIRA, 165"
221.040.03.0581,"LEONEL PEREIRA, 513"
221.035.02.0263,"LEONEL PEREIRA, 536"
221.040.03.0724,"LEONEL PEREIRA, 377"
221.040.03.0664,"LEONEL PEREIRA, 435"
221.035.02.0251,"LEONEL PEREIRA, 526"
221.040.03.0700,"LEONEL PEREIRA, 405"
221.035.02.0229,"LEONEL PEREIRA, 502"
221.035.02.0275,"LEONEL PEREIRA, 544"
221.040.03.0590,"LEONEL PEREIRA, 503"
221.040.03.0736,"LEONEL PEREIRA, 363"
221.040.03.0832,"LEONEL PEREIRA, 275"
221.040.03.0533,"LEONEL PEREIRA, 557"
221.035.02.0086,"LEONEL PEREIRA, 368"
221.035.02.0136,"LEONEL PEREIRA, 410"
221.040.03.0497,"LEONEL PEREIRA, 589"
221.036.04.0155,"LEONEL PEREIRA, 218"
221.040.03.0628,"LEONEL PEREIRA, 473"
221.040.03.0616,"LEONEL PEREIRA, 483"
221.039.03.0374,"LEONEL PEREIRA, 119"
221.040.03.0600,"LEONEL PEREIRA, 493"
221.039.03.0266,"LEONEL PEREIRA, 217"
221.039.03.0338,"LEONEL PEREIRA, 155"
221.039.03.0242,"LEONEL PEREIRA, 241"
221.035.02.0288,"LEONEL PEREIRA, 554"
221.035.02.0159,"LEONEL PEREIRA, 434"
221.035.02.0207,"LEONEL PEREIRA, 468"
221.040.03.0652,"LEONEL PEREIRA, 439"
221.036.04.0071,"LEONEL PEREIRA, 142"
221.039.03.0302,"LEONEL PEREIRA, 185"
221.039.03.0290,"LEONEL PEREIRA, 195"
221.035.02.0114,"LEONEL PEREIRA, 388"
221.035.02.0218,"LEONEL PEREIRA, 484"
221.035.02.0189,"LEONEL PEREIRA, 452"
221.035.02.0074,"LEONEL PEREIRA, 350"
221.040.03.0509,"LEONEL PEREIRA, 577"
221.038.03.0133,"LEONEL PEREIRA, 43"
221.035.02.0846,"LEONEL PEREIRA, 250"
221.035.02.0052,"LEONEL PEREIRA, 320"
221.040.03.0640,"LEONEL PEREIRA, 445"
221.036.04.0131,"LEONEL PEREIRA, 198"
221.039.03.0314,"LEONEL PEREIRA, 175"
221.036.04.0036,"LEONEL PEREIRA, 94"
221.040.03.0688,"LEONEL PEREIRA, 419"
221.035.02.0197,"LEONEL PEREIRA, 458"
221.036.04.0095,"LEONEL PEREIRA, 164"
221.035.02.0125,"LEONEL PEREIRA, 390"
221.040.03.0557,"LEONEL PEREIRA, 533"
221.035.02.0350,"LEONEL PEREIRA, 606"
221.039.03.0362,"LEONEL PEREIRA, 133"
221.040.03.0521,"LEONEL PEREIRA, 565"
221.035.02.0239,"LEONEL PEREIRA, 516"
221.036.04.0059,"LEONEL PEREIRA, 120"
221.039.03.0386,"LEONEL PEREIRA, 95"
221.035.02.0171,"LEONEL PEREIRA, 440"
221.036.04.0125,"LEONEL PEREIRA, 188"
221.015.03.0459,"LUCIANO PINHEIRO DA SILVA, 140"
221.066.04.1394,"LUCIANO PINHEIRO DA SILVA, 305"
221.066.04.1790,"LUCIANO PINHEIRO DA SILVA, 299"
221.066.04.1758,"LUCIANO PINHEIRO DA SILVA, 290"
221.008.03.0142,"LUCIANO PINHEIRO DA SILVA, 241"
221.002.06.1032,"MAURICIO FURTADO, 94"
221.002.06.1104,"MAURICIO FURTADO, 43"
221.002.06.1151,"MAURICIO FURTADO, 7"
221.002.06.0998,"MAURICIO FURTADO, 48"
221.002.06.0962,"MAURICIO FURTADO, 31"
221.002.06.1118,"MAURICIO FURTADO, 25"
221.002.06.0972,"MAURICIO FURTADO, 30"
221.002.06.1087,"MAURICIO FURTADO, 55"
221.002.06.1007,"MAURICIO FURTADO, 62"
221.002.06.1072,"MAURICIO FURTADO, 71"
221.002.06.1024,"MAURICIO FURTADO, 82"
221.002.06.1056,"MAURICIO FURTADO, 85"
221.002.06.1015,"MAURICIO FURTADO, 74"
221.002.06.0980,"MAURICIO FURTADO, 40"
221.052.01.0146,"ODILIO PEREIRA, 15"
221.054.02.0160,"ODILIO PEREIRA, 96"
221.054.02.0170,"ODILIO PEREIRA, 120"
221.052.01.0236,"ODILIO PEREIRA, 20"
221.054.02.0180,"ODILIO PEREIRA, 132"
221.052.01.0060,"ODILIO PEREIRA, 95"
221.052.01.0087,"ODILIO PEREIRA, 75"
221.052.01.0035,"ODILIO PEREIRA, 109"
221.052.01.0136,"ODILIO PEREIRA, 23"
221.052.01.0074,"ODILIO PEREIRA, 89"
221.052.01.0126,"ODILIO PEREIRA, 37"
221.054.02.0150,"ODILIO PEREIRA, 80"
221.052.01.0220,"ODILIO PEREIRA, 50"
221.052.01.0100,"ODILIO PEREIRA, 59"
221.052.01.0049,"ODILIO PEREIRA, 99"
221.052.01.0113,"ODILIO PEREIRA, 49"
221.051.03.0447,"PARTICULAR (ITAPOA), 130"
221.051.02.0499,"PARTICULAR (ITAPOA), 180"
221.051.02.0395,"PARTICULAR (ITAPOA), 80"
221.049.02.0600,"PAULO HOIER, 555"
221.053.02.0180,"PAULO HOIER, 301"
221.053.02.0050,"PAULO HOIER, 451"
221.053.02.0020,"PAULO HOIER, 501"
221.053.02.0100,"PAULO HOIER, 351"
221.015.02.0470,"PEDRO JOAQUIM VIEIRA, 444"
221.064.01.0541,"PEDRO JOAQUIM VIEIRA, 255"
221.006.03.0784,"PEDRO JOAQUIM VIEIRA, 34"
221.006.03.0810,"PEDRO JOAQUIM VIEIRA, 56"
221.006.03.0849,"PEDRO JOAQUIM VIEIRA, 92"
221.009.01.0380,"PEDRO JOAQUIM VIEIRA, 232"
221.065.02.0600,"PEDRO JOAQUIM VIEIRA, 377"
221.006.03.0823,"PEDRO JOAQUIM VIEIRA, 70"
221.006.03.0797,"PEDRO JOAQUIM VIEIRA, 44"
221.065.02.0650,"PEDRO JOAQUIM VIEIRA, 421"
221.006.03.0888,"PEDRO JOAQUIM VIEIRA, 128"
221.006.03.0862,"PEDRO JOAQUIM VIEIRA, 104"
221.015.02.0560,"PEDRO JOAQUIM VIEIRA, 374"
221.063.01.1122,"PEDRO JOAQUIM VIEIRA, 47"
221.063.01.0966,"PEDRO JOAQUIM VIEIRA, 195"
221.063.01.0992,"PEDRO JOAQUIM VIEIRA, 173"
221.015.02.0521,"PEDRO JOAQUIM VIEIRA, 414"
221.063.01.1135,"PEDRO JOAQUIM VIEIRA, 29"
221.065.02.0665,"PEDRO JOAQUIM VIEIRA, 439"
221.065.02.0587,"PEDRO JOAQUIM VIEIRA, 363"
221.064.01.0525,"PEDRO JOAQUIM VIEIRA, 337"
221.009.01.0410,"PEDRO JOAQUIM VIEIRA, 270"
221.015.02.0574,"PEDRO JOAQUIM VIEIRA, 362"
221.009.01.0462,"PEDRO JOAQUIM VIEIRA, 338"
221.006.03.0914,"PEDRO JOAQUIM VIEIRA, 164"
221.063.01.1070,"PEDRO JOAQUIM VIEIRA, 89"
221.006.03.0953,"PEDRO JOAQUIM VIEIRA, 194"
221.063.01.1096,"PEDRO JOAQUIM VIEIRA, 69"
221.063.01.1018,"PEDRO JOAQUIM VIEIRA, 141"
221.063.01.1005,"PEDRO JOAQUIM VIEIRA, 169"
221.015.02.0547,"PEDRO JOAQUIM VIEIRA, 388"
221.065.02.0652,"PEDRO JOAQUIM VIEIRA, 421"
221.065.02.0639,"PEDRO JOAQUIM VIEIRA, 411"
221.006.03.0901,"PEDRO JOAQUIM VIEIRA, 140"
221.065.02.0626,"PEDRO JOAQUIM VIEIRA, 401"
221.064.01.0534,"PEDRO JOAQUIM VIEIRA, 275"
221.065.02.0678,"PEDRO JOAQUIM VIEIRA, 441"
221.006.03.0940,"PEDRO JOAQUIM VIEIRA, 182"
221.063.01.1109,"PEDRO JOAQUIM VIEIRA, 57"
221.063.01.0980,"PEDRO JOAQUIM VIEIRA, 179"
221.064.01.0568,"PEDRO JOAQUIM VIEIRA, 231"
221.015.02.0534,"PEDRO JOAQUIM VIEIRA, 402"
221.065.02.0681,"PEDRO JOAQUIM VIEIRA, 451"
221.065.02.0613,"PEDRO JOAQUIM VIEIRA, 383"
221.009.01.0436,"PEDRO JOAQUIM VIEIRA, 296"
221.009.01.0397,"PEDRO JOAQUIM VIEIRA, 260"
221.064.01.0554,"PEDRO JOAQUIM VIEIRA, 245"
221.015.02.0483,"PEDRO JOAQUIM VIEIRA, 434"
221.006.03.0836,"PEDRO JOAQUIM VIEIRA, 88"
221.063.01.1083,"PEDRO JOAQUIM VIEIRA, 87"
221.009.01.0389,"PEDRO JOAQUIM VIEIRA, 246"
221.015.02.0508,"PEDRO JOAQUIM VIEIRA, 424"
221.009.01.0449,"PEDRO JOAQUIM VIEIRA, 326"
221.009.01.0423,"PEDRO JOAQUIM VIEIRA, 276"
221.063.01.1057,"PEDRO JOAQUIM VIEIRA, 103"
221.063.01.1044,"PEDRO JOAQUIM VIEIRA, 117"
221.006.03.0875,"PEDRO JOAQUIM VIEIRA, 116"
221.015.02.0458,"PEDRO JOAQUIM VIEIRA, 460"
221.006.03.0927,"PEDRO JOAQUIM VIEIRA, 174"
221.063.01.1031,"PEDRO JOAQUIM VIEIRA, 129"
221.086.03.0120,"PRESIDENTE JOAO GOULART, 301"
221.082.03.0110,"PRESIDENTE JOAO GOULART, 49"
221.082.03.0100,"PRESIDENTE JOAO GOULART, 61"
221.090.04.0140,"PRESIDENTE JOAO GOULART, 365"
221.091.02.0060,"PRESIDENTE JOAO GOULART, 340"
221.091.02.0020,"PRESIDENTE JOAO GOULART, 400"
221.086.03.0130,"PRESIDENTE JOAO GOULART, 287"
221.086.03.0160,"PRESIDENTE JOAO GOULART, 253"
221.087.01.0050,"PRESIDENTE JOAO GOULART, 240"
221.090.04.0150,"PRESIDENTE JOAO GOULART, 365"
221.084.01.0020,"PRESIDENTE JOAO GOULART, 90"
221.090.04.0210,"PRESIDENTE JOAO GOULART, 447"
221.091.02.0040,"PRESIDENTE JOAO GOULART, 370"
221.084.01.0010,"PRESIDENTE JOAO GOULART, 80"
221.087.01.0040,"PRESIDENTE JOAO GOULART, 228"
221.047.06.0360,"PRESIDENTE JOAO GOULART, 26"
221.087.01.0010,"PRESIDENTE JOAO GOULART, 192"
221.087.01.0070,"PRESIDENTE JOAO GOULART, 252"
221.084.01.0060,"PRESIDENTE JOAO GOULART, 130"
221.084.01.0030,"PRESIDENTE JOAO GOULART, 100"
221.087.01.0060,"PRESIDENTE JOAO GOULART, 246"
221.090.04.0180,"PRESIDENTE JOAO GOULART, 417"
221.091.02.0030,"PRESIDENTE JOAO GOULART, 386"
221.087.01.0030,"PRESIDENTE JOAO GOULART, 216"
221.091.02.0050,"PRESIDENTE JOAO GOULART, 356"
221.090.04.0160,"PRESIDENTE JOAO GOULART, 391"
221.082.03.0080,"PRESIDENTE JOAO GOULART, 85"
221.086.03.0150,"PRESIDENTE JOAO GOULART, 265"
221.084.01.0050,"PRESIDENTE JOAO GOULART, 120"
221.086.03.0180,"PRESIDENTE JOAO GOULART, 235"
221.090.04.0190,"PRESIDENTE JOAO GOULART, 429"
221.084.01.0040,"PRESIDENTE JOAO GOULART, 110"
221.090.04.0200,"PRESIDENTE JOAO GOULART, 433"
221.090.04.0170,"PRESIDENTE JOAO GOULART, 405"
221.082.03.0090,"PRESIDENTE JOAO GOULART, 73"
221.084.01.0070,"PRESIDENTE JOAO GOULART, 140"
221.087.01.0020,"PRESIDENTE JOAO GOULART, 204"
221.086.03.0140,"PRESIDENTE JOAO GOULART, 277"
221.086.03.0170,"PRESIDENTE JOAO GOULART, 241"
221.052.02.0395,"RAIMUNDO BINDER, 31"
221.052.02.0440,"RAIMUNDO BINDER, 91"
221.052.02.0298,"RAIMUNDO BINDER, 28"
221.052.02.0450,"RAIMUNDO BINDER, 101"
221.052.02.0380,"RAIMUNDO BINDER, 15"
221.052.02.0425,"RAIMUNDO BINDER, 71"
221.052.02.0410,"RAIMUNDO BINDER, 51"
221.052.02.0300,"RAIMUNDO BINDER, 54"
221.052.02.0374,"RAIMUNDO BINDER, 80"
221.082.02.0070,"REINALDO PEREIRA DA SILVA, 50"
221.083.01.0020,"REINALDO PEREIRA DA SILVA, 59"
221.082.02.0060,"REINALDO PEREIRA DA SILVA, 40"
221.083.01.0010,"REINALDO PEREIRA DA SILVA, 73"
221.083.01.0030,"REINALDO PEREIRA DA SILVA, 47"
221.083.01.0040,"REINALDO PEREIRA DA SILVA, 35"
221.012.04.0078,"SANTA CLARA, 37"
221.021.03.0159,"SANTA CLARA, 48"
221.012.04.0036,"SANTA CLARA, 41"
221.021.03.0137,"SANTA CLARA, 36"
221.012.04.0023,"SANTA CLARA, 49"
221.094.04.0010,"SANTA LUZIA, 234"
221.095.01.0050,"SANTA LUZIA, 405"
221.095.01.0020,"SANTA LUZIA, 441"
221.095.01.0080,"SANTA LUZIA, 369"
221.094.04.0050,"SANTA LUZIA, 635"
221.095.01.0120,"SANTA LUZIA, 321"
221.095.01.0030,"SANTA LUZIA, 429"
221.094.04.0060,"SANTA LUZIA, 621"
221.095.01.0100,"SANTA LUZIA, 345"
221.099.04.2372,"SANTA LUZIA, 35"
221.094.04.0020,"SANTA LUZIA, 234"
221.096.01.0020,"SANTA LUZIA, 287"
221.093.02.0160,"SANTA LUZIA, 308"
221.096.01.0040,"SANTA LUZIA, 267"
221.093.02.0220,"SANTA LUZIA, 380"
221.096.01.0070,"SANTA LUZIA, 227"
221.096.01.0010,"SANTA LUZIA, 299"
221.096.01.0120,"SANTA LUZIA, 167"
221.093.02.0130,"SANTA LUZIA, 339"
221.096.01.0050,"SANTA LUZIA, 251"
221.093.02.0150,"SANTA LUZIA, 296"
221.093.02.0180,"SANTA LUZIA, 332"
221.096.01.0150,"SANTA LUZIA, 131"
221.096.01.0090,"SANTA LUZIA, 203"
221.093.02.0210,"SANTA LUZIA, 368"
221.094.04.2295,"SANTA LUZIA, 26"
221.093.02.0190,"SANTA LUZIA, 344"
221.094.04.0040,"SANTA LUZIA, 649"
221.093.02.0140,"SANTA LUZIA, 286"
